person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cred_hist_to_age_ratio,debt_burden_index,person_home_ownership,loan_intent,cb_person_default_on_file,loan_status
43,61500,11.0,8400,8.2,0.1366,6,0.24,0.0112,RENT,PERSONAL,N,0
45,156000,0.2,15700,11.98,0.1006,7,0.2593,0.0121,OWN,MEDICAL,N,0
45,69200,0.4,16700,13.54,0.2413,3,0.1111,0.0327,RENT,MEDICAL,N,1
38,52500,1.0,23900,12.73,0.4552,4,0.2,0.0579,RENT,MEDICAL,N,1
32,52300,6.7,20600,15.84,0.3939,5,0.3571,0.0624,MORTGAGE,MEDICAL,N,1
37,71000,16.8,20800,10.49,0.293,13,0.6842,0.0307,RENT,PERSONAL,N,0
54,20500,2.6,30700,,1.4976,9,0.25,0.1896,RENT,HOMEIMPROVEMENT,N,1
47,88900,5.0,15600,14.77,0.1755,10,0.3448,0.0259,RENT,EDUCATION,N,0
43,31400,0.6,9200,10.47,0.293,11,0.44,0.0307,MORTGAGE,HOMEIMPROVEMENT,N,0
58,77800,2.3,15400,12.97,0.1979,11,0.275,0.0257,MORTGAGE,VENTURE,N,0
42,39900,1.9,9900,14.77,0.2481,5,0.2083,0.0366,RENT,EDUCATION,N,0
53,57300,,10600,9.65,0.185,2,0.0571,0.0179,RENT,HOMEIMPROVEMENT,N,0
54,245000,0.6,3000,8.85,0.0122,8,0.2222,0.0011,RENT,EDUCATION,Y,0
52,73300,15.4,8100,11.98,0.1105,7,0.2059,0.0132,RENT,DEBTCONSOLIDATION,N,0
33,146600,2.1,29600,12.51,0.2019,7,0.4667,0.0253,MORTGAGE,EDUCATION,N,0
56,35500,0.3,22500,18.31,0.6338,5,0.1316,0.116,RENT,PERSONAL,Y,1
37,86900,0.5,7600,8.14,0.0875,3,0.1579,0.0071,RENT,VENTURE,N,0
44,86500,0.3,19000,10.72,0.2197,7,0.2692,0.0236,RENT,EDUCATION,N,0
54,38500,1.8,16800,17.98,0.4364,7,0.1944,0.0785,RENT,HOMEIMPROVEMENT,N,0
40,46700,,7800,,0.167,10,0.4545,0.0211,RENT,DEBTCONSOLIDATION,N,0
46,27700,3.8,16600,17.48,0.5993,6,0.2143,0.1048,MORTGAGE,MEDICAL,N,1
30,116100,0.3,15600,9.41,0.1344,9,0.75,0.0126,OWN,DEBTCONSOLIDATION,N,0
36,30200,7.6,5700,8.01,0.1887,2,0.1111,0.0151,OTHER,PERSONAL,N,0
43,105200,1.4,21600,12.71,0.2053,4,0.16,0.0261,MORTGAGE,VENTURE,N,0
41,25900,4.9,23900,19.73,0.9228,4,0.1739,0.1821,OWN,MEDICAL,N,1
43,113000,3.9,24300,14.06,0.215,5,0.2,0.0302,MORTGAGE,VENTURE,N,0
36,90800,0.1,18600,9.44,0.2048,6,0.3333,0.0193,MORTGAGE,DEBTCONSOLIDATION,N,0
42,37700,1.4,19200,14.07,0.5093,3,0.125,0.0717,MORTGAGE,MEDICAL,N,0
36,56300,3.9,21800,15.19,0.3872,2,0.1111,0.0588,RENT,PERSONAL,N,0
39,90900,0.8,3400,6.57,0.0374,12,0.5714,0.0025,MORTGAGE,VENTURE,N,0
58,45000,5.5,1500,7.53,0.0333,9,0.225,0.0025,RENT,EDUCATION,N,0
41,85900,2.1,10600,8.45,0.1234,3,0.1304,0.0104,MORTGAGE,EDUCATION,N,0
58,133400,4.7,23100,13.1,0.1732,2,0.05,0.0227,RENT,DEBTCONSOLIDATION,N,0
37,24500,18.6,12600,19.2,0.5143,11,0.5789,0.0987,MORTGAGE,PERSONAL,N,1
32,70600,4.4,11100,11.42,0.1572,5,0.3571,0.018,RENT,EDUCATION,N,0
44,35200,16.8,13100,16.92,0.3722,16,0.6154,0.063,RENT,VENTURE,Y,0
50,72600,6.8,9800,10.11,0.135,10,0.3125,0.0136,RENT,DEBTCONSOLIDATION,N,0
33,47000,,17000,14.96,0.3617,7,0.4667,0.0541,OWN,VENTURE,N,0
37,86600,7.0,7800,6.76,0.0901,4,0.2105,0.0061,RENT,MEDICAL,N,0
56,82400,4.7,14800,11.46,0.1796,5,0.1316,0.0206,MORTGAGE,PERSONAL,N,0
41,75700,1.0,18100,14.39,0.2391,8,0.3478,0.0344,OWN,DEBTCONSOLIDATION,N,0
45,69500,3.9,21300,10.51,0.3065,5,0.1852,0.0322,MORTGAGE,MEDICAL,N,0
45,57500,11.4,7700,8.71,0.1339,3,0.1111,0.0117,MORTGAGE,MEDICAL,N,0
53,148200,3.7,19000,8.15,0.1282,8,0.2286,0.0104,MORTGAGE,EDUCATION,N,0
35,61000,1.8,13800,11.52,0.2262,7,0.4118,0.0261,RENT,VENTURE,N,0
39,44700,1.1,6300,13.32,0.1409,3,0.1429,0.0188,MORTGAGE,VENTURE,N,0
43,25600,2.9,12200,13.91,0.4766,9,0.36,0.0663,RENT,PERSONAL,N,0
50,64100,0.8,13500,10.4,0.2106,9,0.2812,0.0219,RENT,VENTURE,N,0
52,184100,7.0,10400,8.86,0.0565,6,0.1765,0.005,MORTGAGE,MEDICAL,N,0
36,73900,7.0,8100,7.51,0.1096,14,0.7778,0.0082,MORTGAGE,MEDICAL,N,0
37,109200,11.4,13300,8.28,0.1218,9,0.4737,0.0101,MORTGAGE,EDUCATION,N,0
60,96800,22.8,25700,13.51,0.2655,3,0.0714,0.0359,RENT,EDUCATION,N,0
55,60000,5.9,12200,12.4,0.2033,2,0.0541,0.0252,MORTGAGE,DEBTCONSOLIDATION,N,0
46,32300,5.0,22400,20.76,0.6935,4,0.1429,0.144,RENT,EDUCATION,Y,1
37,139300,7.1,12400,9.85,0.089,10,0.5263,0.0088,RENT,VENTURE,N,0
49,80400,2.3,19900,14.3,0.2475,9,0.2903,0.0354,MORTGAGE,VENTURE,N,0
37,38800,10.7,2700,14.48,0.0696,9,0.4737,0.0101,RENT,DEBTCONSOLIDATION,N,0
50,37700,4.4,7900,12.88,0.2095,6,0.1875,0.027,RENT,VENTURE,N,0
36,101200,0.9,13500,10.01,0.1334,8,0.4444,0.0134,RENT,VENTURE,N,0
42,53800,5.2,19400,14.31,0.3606,6,0.25,0.0516,RENT,PERSONAL,N,1
53,60000,8.0,18900,12.8,0.315,22,0.6286,0.0403,RENT,PERSONAL,N,0
36,65600,9.9,14700,7.58,0.2241,6,0.3333,0.017,MORTGAGE,MEDICAL,N,0
46,37000,3.2,20100,19.54,0.5432,4,0.1429,0.1061,MORTGAGE,VENTURE,N,0
40,81800,3.1,19700,11.47,0.2408,5,0.2273,0.0276,RENT,VENTURE,N,0
43,50000,4.1,15700,14.6,0.314,9,0.36,0.0458,MORTGAGE,HOMEIMPROVEMENT,N,0
37,39100,2.1,10400,,0.266,8,0.4211,0.0337,MORTGAGE,PERSONAL,N,1
36,39300,1.6,24100,17.33,0.6132,7,0.3889,0.1063,MORTGAGE,EDUCATION,N,0
36,50100,18.0,23400,14.5,0.4671,3,0.1667,0.0677,MORTGAGE,VENTURE,N,0
48,108600,8.1,6900,7.55,0.0635,6,0.2,0.0048,RENT,MEDICAL,N,0
47,31400,13.3,16900,17.04,0.5382,10,0.3448,0.0917,MORTGAGE,DEBTCONSOLIDATION,Y,1
34,51900,0.1,16300,,0.3141,5,0.3125,0.0398,RENT,HOMEIMPROVEMENT,N,1
39,42900,17.5,5100,11.87,0.1189,5,0.2381,0.0141,RENT,PERSONAL,N,0
44,44100,2.6,20800,18.96,0.4717,2,0.0769,0.0894,RENT,EDUCATION,N,0
57,110700,6.4,5200,9.38,0.047,13,0.3333,0.0044,MORTGAGE,PERSONAL,N,0
65,66700,5.2,15700,12.39,0.2354,8,0.1702,0.0292,OWN,PERSONAL,N,0
31,42500,3.7,25200,19.32,0.5929,13,1.0,0.1145,RENT,EDUCATION,Y,1
40,29600,6.3,13900,17.13,0.4696,6,0.2727,0.0804,RENT,PERSONAL,Y,1
46,47300,6.8,4400,11.84,0.093,7,0.25,0.011,RENT,PERSONAL,Y,0
50,59200,1.1,18800,14.83,0.3176,4,0.125,0.0471,RENT,MEDICAL,Y,1
36,67300,0.8,25200,14.62,0.3744,2,0.1111,0.0547,MORTGAGE,HOMEIMPROVEMENT,N,0
58,47600,,3200,9.36,0.0672,9,0.225,0.0063,RENT,MEDICAL,N,0
42,77600,15.8,25600,13.47,0.3299,2,0.0833,0.0444,MORTGAGE,PERSONAL,N,0
42,58200,3.3,10300,13.42,0.177,2,0.0833,0.0238,RENT,MEDICAL,N,0
42,166500,1.9,8800,5.73,0.0529,5,0.2083,0.003,MORTGAGE,MEDICAL,N,0
36,30200,0.7,7800,11.85,0.2583,5,0.2778,0.0306,MORTGAGE,DEBTCONSOLIDATION,N,0
39,37800,0.4,12800,10.32,0.3386,8,0.381,0.0349,RENT,EDUCATION,N,0
32,22100,7.7,13700,18.52,0.6199,3,0.2143,0.1148,OTHER,DEBTCONSOLIDATION,Y,1
39,23400,1.5,5900,,0.2521,5,0.2381,0.0319,OWN,VENTURE,N,0
36,64100,0.3,3600,9.71,0.0562,2,0.1111,0.0055,RENT,EDUCATION,N,0
35,33000,2.1,11100,12.86,0.3364,14,0.8235,0.0433,MORTGAGE,MEDICAL,Y,1
59,52600,5.4,8600,12.29,0.1635,8,0.1951,0.0201,RENT,VENTURE,N,0
52,45000,0.8,8800,10.95,0.1956,12,0.3529,0.0214,MORTGAGE,MEDICAL,N,1
61,61800,7.0,8200,9.26,0.1327,6,0.1395,0.0123,RENT,MEDICAL,N,0
67,53100,11.9,27400,15.99,0.516,2,0.0408,0.0825,RENT,EDUCATION,N,1
65,65800,1.3,18000,12.55,0.2736,8,0.1702,0.0343,RENT,EDUCATION,N,1
43,69700,1.1,3200,11.8,0.0459,8,0.32,0.0054,RENT,MEDICAL,N,0
55,17700,6.0,18600,19.83,1.0508,6,0.1622,0.2084,RENT,EDUCATION,Y,1
42,35600,0.9,17000,14.64,0.4775,3,0.125,0.0699,RENT,EDUCATION,Y,1
40,50400,0.5,4200,7.13,0.0833,3,0.1364,0.0059,RENT,EDUCATION,N,0
40,110200,,13400,10.9,0.1216,4,0.1818,0.0133,RENT,VENTURE,N,0
38,145700,4.5,7000,5.42,0.048,8,0.4,0.0026,MORTGAGE,VENTURE,N,0
51,57300,0.4,28000,17.09,0.4887,7,0.2121,0.0835,MORTGAGE,PERSONAL,N,0
34,80300,0.0,18500,13.14,0.2304,13,0.8125,0.0303,RENT,VENTURE,N,0
46,13200,6.2,5100,13.78,0.3864,12,0.4286,0.0532,RENT,VENTURE,N,1
55,32600,2.5,15700,15.78,0.4816,5,0.1351,0.076,MORTGAGE,EDUCATION,N,0
52,100100,1.4,16100,12.56,0.1608,5,0.1471,0.0202,OWN,PERSONAL,N,0
49,64700,2.1,22900,14.25,0.3539,2,0.0645,0.0504,RENT,MEDICAL,Y,1
40,55200,1.4,19400,13.89,0.3514,3,0.1364,0.0488,OWN,EDUCATION,N,0
70,79800,6.8,5800,8.45,0.0727,3,0.0577,0.0061,MORTGAGE,MEDICAL,N,0
35,29900,5.2,23100,18.31,0.7726,4,0.2353,0.1415,MORTGAGE,VENTURE,N,1
58,109000,10.0,11200,11.75,0.1028,6,0.15,0.0121,RENT,PERSONAL,N,0
35,65600,1.0,9700,8.95,0.1479,2,0.1176,0.0132,MORTGAGE,HOMEIMPROVEMENT,N,0
50,23900,3.7,25100,21.81,1.0502,6,0.1875,0.229,RENT,MEDICAL,Y,1
42,68400,2.4,8200,9.78,0.1199,2,0.0833,0.0117,RENT,MEDICAL,N,0
32,55800,12.0,16100,11.98,0.2885,2,0.1429,0.0346,MORTGAGE,PERSONAL,N,0
51,44100,4.5,16000,13.39,0.3628,11,0.3333,0.0486,RENT,MEDICAL,N,1
34,92300,0.8,9600,12.61,0.104,12,0.75,0.0131,OWN,PERSONAL,N,0
39,23200,2.8,21600,17.73,0.931,5,0.2381,0.1651,RENT,EDUCATION,Y,1
36,75700,3.5,20800,12.8,0.2748,12,0.6667,0.0352,RENT,HOMEIMPROVEMENT,Y,1
51,48500,3.0,20400,14.94,0.4206,7,0.2121,0.0628,RENT,PERSONAL,N,1
37,34300,3.9,13900,14.12,0.4052,5,0.2632,0.0572,RENT,PERSONAL,N,0
58,42200,0.0,9800,14.08,0.2322,9,0.225,0.0327,MORTGAGE,VENTURE,N,0
54,47600,9.1,15400,15.44,0.3235,6,0.1667,0.0499,MORTGAGE,EDUCATION,N,0
45,32800,0.8,17300,15.7,0.5274,3,0.1111,0.0828,MORTGAGE,MEDICAL,Y,0
50,51300,0.4,8700,10.75,0.1696,3,0.0938,0.0182,RENT,EDUCATION,Y,0
70,80400,8.2,32200,14.42,0.4005,5,0.0962,0.0578,RENT,EDUCATION,N,0
57,53800,7.0,27900,15.63,0.5186,9,0.2308,0.0811,RENT,MEDICAL,Y,1
46,28700,2.9,22000,18.26,0.7666,3,0.1071,0.14,OWN,MEDICAL,Y,1
57,180900,4.9,31700,6.71,0.1752,5,0.1282,0.0118,RENT,EDUCATION,N,0
50,40400,1.3,12300,15.88,0.3045,5,0.1562,0.0484,RENT,MEDICAL,N,1
32,44700,4.6,10900,11.42,0.2438,3,0.2143,0.0278,RENT,PERSONAL,Y,1
52,98500,1.7,9700,11.26,0.0985,9,0.2647,0.0111,RENT,PERSONAL,N,0
35,16400,5.1,27500,16.6,1.6768,8,0.4706,0.2783,RENT,VENTURE,Y,1
41,41900,0.6,20900,19.27,0.4988,7,0.3043,0.0961,MORTGAGE,PERSONAL,N,1
30,68000,8.4,11100,8.8,0.1632,8,0.6667,0.0144,MORTGAGE,PERSONAL,N,0
44,35200,2.0,5500,12.8,0.1562,6,0.2308,0.02,MORTGAGE,VENTURE,Y,0
42,31200,1.4,3300,10.05,0.1058,5,0.2083,0.0106,OWN,EDUCATION,N,0
29,75200,6.4,26800,16.04,0.3564,4,0.3636,0.0572,MORTGAGE,VENTURE,N,0
44,71000,17.0,10300,7.22,0.1451,3,0.1154,0.0105,RENT,PERSONAL,N,0
55,55300,2.0,6400,11.28,0.1157,6,0.1622,0.0131,RENT,EDUCATION,N,0
60,45700,1.2,28000,20.81,0.6127,4,0.0952,0.1275,RENT,EDUCATION,N,1
42,92500,0.1,12900,8.56,0.1395,2,0.0833,0.0119,MORTGAGE,EDUCATION,N,0
35,68200,3.6,12200,10.02,0.1789,17,1.0,0.0179,MORTGAGE,MEDICAL,N,0
33,52300,2.5,17100,11.35,0.327,5,0.3333,0.0371,RENT,DEBTCONSOLIDATION,N,1
31,42900,5.5,8900,10.01,0.2075,7,0.5385,0.0208,RENT,EDUCATION,N,0
44,122700,1.5,16100,13.34,0.1312,6,0.2308,0.0175,RENT,VENTURE,N,0
45,49800,,15200,11.95,0.3052,5,0.1852,0.0365,RENT,PERSONAL,Y,1
43,56300,5.1,1300,8.44,0.0231,4,0.16,0.0019,MORTGAGE,VENTURE,N,0
56,115300,12.7,14700,11.38,0.1275,14,0.3684,0.0145,RENT,EDUCATION,N,0
32,44600,3.2,5700,14.77,0.1278,10,0.7143,0.0189,RENT,VENTURE,N,0
70,17800,0.8,10800,14.92,0.6067,7,0.1346,0.0905,RENT,EDUCATION,Y,1
44,29200,3.7,20300,19.81,0.6952,7,0.2692,0.1377,RENT,EDUCATION,Y,1
46,62000,1.2,10100,12.82,0.1629,8,0.2857,0.0209,MORTGAGE,PERSONAL,N,0
41,60400,8.8,14100,10.1,0.2334,13,0.5652,0.0236,RENT,MEDICAL,N,0
37,34100,3.4,15600,16.2,0.4575,8,0.4211,0.0741,MORTGAGE,EDUCATION,N,1
60,69200,6.3,19800,11.86,0.2861,4,0.0952,0.0339,RENT,VENTURE,N,0
37,61600,2.6,27500,14.92,0.4464,10,0.5263,0.0666,RENT,EDUCATION,N,0
46,53600,1.1,7700,9.49,0.1437,7,0.25,0.0136,RENT,EDUCATION,N,0
58,44100,1.8,11000,9.87,0.2494,3,0.075,0.0246,RENT,MEDICAL,N,0
51,115600,6.0,11800,11.1,0.1021,5,0.1515,0.0113,RENT,PERSONAL,N,0
53,65300,1.3,5800,7.24,0.0888,11,0.3143,0.0064,OWN,PERSONAL,N,0
51,40400,8.1,9400,12.88,0.2327,9,0.2727,0.03,RENT,VENTURE,N,0
42,47200,13.6,23600,14.83,0.5,4,0.1667,0.0741,RENT,MEDICAL,N,1
56,41000,0.0,26900,17.47,0.6561,4,0.1053,0.1146,RENT,HOMEIMPROVEMENT,N,1
47,64700,14.9,7300,13.24,0.1128,4,0.1379,0.0149,MORTGAGE,VENTURE,N,0
64,38400,44.3,9500,15.18,0.2474,8,0.1739,0.0376,RENT,MEDICAL,N,0
32,118500,11.0,29600,9.97,0.2498,10,0.7143,0.0249,MORTGAGE,EDUCATION,N,0
37,55900,11.4,9700,12.74,0.1735,2,0.1053,0.0221,MORTGAGE,PERSONAL,N,0
37,20900,3.3,11900,15.14,0.5694,7,0.3684,0.0862,RENT,MEDICAL,Y,0
70,34000,7.8,3300,7.42,0.0971,5,0.0962,0.0072,RENT,EDUCATION,N,0
40,42100,0.1,17700,16.59,0.4204,11,0.5,0.0697,MORTGAGE,MEDICAL,Y,0
50,43100,,5600,8.67,0.1299,3,0.0938,0.0113,MORTGAGE,MEDICAL,N,0
40,75500,1.3,9500,10.29,0.1258,2,0.0909,0.0129,MORTGAGE,EDUCATION,N,0
30,51700,8.6,15000,12.8,0.2901,11,0.9167,0.0371,MORTGAGE,EDUCATION,N,0
35,157800,7.8,25300,11.3,0.1603,7,0.4118,0.0181,MORTGAGE,MEDICAL,N,0
36,43600,0.8,22100,15.41,0.5069,9,0.5,0.0781,MORTGAGE,PERSONAL,N,0
50,35000,,5100,9.45,0.1457,14,0.4375,0.0138,MORTGAGE,EDUCATION,N,0
66,59100,4.6,6300,12.51,0.1066,13,0.2708,0.0133,MORTGAGE,DEBTCONSOLIDATION,N,0
37,48900,1.2,6100,7.83,0.1247,7,0.3684,0.0098,RENT,DEBTCONSOLIDATION,N,0
38,88800,4.9,11400,12.08,0.1284,20,1.0,0.0155,RENT,VENTURE,N,0
31,48900,1.6,3100,9.71,0.0634,12,0.9231,0.0062,RENT,DEBTCONSOLIDATION,N,0
60,56700,5.8,19500,13.86,0.3439,5,0.119,0.0477,MORTGAGE,VENTURE,N,0
39,31600,2.5,11200,12.17,0.3544,8,0.381,0.0431,RENT,HOMEIMPROVEMENT,N,1
44,102100,0.1,14400,9.11,0.141,5,0.1923,0.0128,RENT,MEDICAL,N,0
43,50600,0.8,13400,10.64,0.2648,6,0.24,0.0282,RENT,HOMEIMPROVEMENT,N,0
51,27500,4.3,4300,6.6,0.1564,5,0.1515,0.0103,RENT,MEDICAL,N,0
52,85300,7.1,13900,6.77,0.163,3,0.0882,0.011,MORTGAGE,EDUCATION,N,0
44,80700,0.2,15500,12.48,0.1921,6,0.2308,0.024,RENT,HOMEIMPROVEMENT,N,0
47,125000,0.5,29000,13.24,0.232,8,0.2759,0.0307,MORTGAGE,VENTURE,N,0
45,138100,0.5,16400,10.86,0.1188,2,0.0741,0.0129,OTHER,PERSONAL,N,0
34,50700,4.0,9600,9.12,0.1893,7,0.4375,0.0173,OWN,MEDICAL,N,0
46,63900,2.0,14300,11.82,0.2238,3,0.1071,0.0265,RENT,EDUCATION,N,0
37,17600,4.9,12500,23.22,0.7102,16,0.8421,0.1649,OWN,VENTURE,N,1
68,29400,9.3,16400,18.15,0.5578,9,0.18,0.1012,RENT,EDUCATION,N,1
29,53400,2.6,20900,,0.3914,7,0.6364,0.0496,RENT,VENTURE,N,0
49,20900,5.5,12500,18.78,0.5981,5,0.1613,0.1123,MORTGAGE,VENTURE,N,0
44,91800,1.5,22800,12.09,0.2484,4,0.1538,0.03,RENT,PERSONAL,N,0
43,36100,3.6,21300,21.44,0.59,10,0.4,0.1265,MORTGAGE,EDUCATION,Y,1
46,51600,4.7,19300,13.14,0.374,2,0.0714,0.0491,RENT,PERSONAL,Y,0
43,143000,11.3,11000,9.46,0.0769,11,0.44,0.0073,RENT,VENTURE,N,0
43,42900,25.0,13600,14.37,0.317,14,0.56,0.0456,RENT,VENTURE,N,0
35,56600,9.6,13900,10.35,0.2456,6,0.3529,0.0254,RENT,MEDICAL,N,0
42,58700,5.8,17600,13.18,0.2998,4,0.1667,0.0395,MORTGAGE,MEDICAL,N,0
34,14100,3.6,18300,18.42,1.2979,2,0.125,0.2391,MORTGAGE,VENTURE,N,1
43,62100,23.6,13300,11.24,0.2142,14,0.56,0.0241,MORTGAGE,VENTURE,Y,0
60,39100,4.5,9800,8.46,0.2506,5,0.119,0.0212,MORTGAGE,EDUCATION,N,0
56,38400,0.6,10700,13.13,0.2786,7,0.1842,0.0366,MORTGAGE,DEBTCONSOLIDATION,N,0
51,79500,15.2,7900,,0.0994,2,0.0606,0.0126,RENT,EDUCATION,N,0
39,77500,8.1,23300,13.53,0.3006,9,0.4286,0.0407,MORTGAGE,MEDICAL,N,0
36,30700,10.7,11200,11.66,0.3648,4,0.2222,0.0425,RENT,EDUCATION,N,0
39,68000,4.3,11100,14.72,0.1632,7,0.3333,0.024,MORTGAGE,DEBTCONSOLIDATION,N,0
35,112000,,15700,10.35,0.1402,8,0.4706,0.0145,RENT,MEDICAL,N,0
45,48300,1.2,28900,22.1,0.5983,2,0.0741,0.1322,RENT,DEBTCONSOLIDATION,N,1
45,60800,1.3,20700,10.81,0.3405,4,0.1481,0.0368,RENT,VENTURE,N,0
36,38400,2.1,8700,14.14,0.2266,18,1.0,0.032,OWN,EDUCATION,N,0
33,86000,2.3,23300,15.23,0.2709,13,0.8667,0.0413,RENT,DEBTCONSOLIDATION,N,0
44,54500,12.8,16800,8.18,0.3083,13,0.5,0.0252,RENT,EDUCATION,N,0
47,91500,1.4,22400,11.88,0.2448,5,0.1724,0.0291,RENT,VENTURE,N,0
47,37300,3.7,5500,13.11,0.1475,5,0.1724,0.0193,MORTGAGE,DEBTCONSOLIDATION,N,0
33,72600,5.9,19600,12.58,0.27,11,0.7333,0.034,MORTGAGE,HOMEIMPROVEMENT,N,0
35,106300,0.0,5300,9.86,0.0499,3,0.1765,0.0049,RENT,VENTURE,N,0
40,37700,3.6,3000,7.79,0.0796,6,0.2727,0.0062,RENT,MEDICAL,N,1
36,76400,0.2,8600,9.76,0.1126,2,0.1111,0.011,RENT,VENTURE,N,0
47,43900,5.2,18900,14.82,0.4305,8,0.2759,0.0638,MORTGAGE,EDUCATION,N,1
46,53800,5.9,25600,18.72,0.4758,7,0.25,0.0891,MORTGAGE,EDUCATION,N,0
40,48100,2.5,7400,14.04,0.1538,6,0.2727,0.0216,OWN,EDUCATION,N,0
48,92600,2.3,17300,9.79,0.1868,13,0.4333,0.0183,RENT,VENTURE,N,0
34,30400,1.7,20200,21.41,0.6645,3,0.1875,0.1423,MORTGAGE,DEBTCONSOLIDATION,N,0
47,55600,2.0,19900,15.22,0.3579,8,0.2759,0.0545,RENT,EDUCATION,N,0
49,25600,11.9,12300,12.94,0.4805,8,0.2581,0.0622,MORTGAGE,MEDICAL,N,0
44,88000,1.0,21200,13.22,0.2409,8,0.3077,0.0318,RENT,MEDICAL,N,0
45,30000,1.1,21100,18.41,0.7033,9,0.3333,0.1295,RENT,HOMEIMPROVEMENT,Y,1
64,52200,0.7,9300,9.65,0.1782,14,0.3043,0.0172,RENT,EDUCATION,N,0
40,51700,1.3,9400,7.98,0.1818,6,0.2727,0.0145,OWN,EDUCATION,N,0
49,76200,1.1,14900,11.67,0.1955,5,0.1613,0.0228,RENT,PERSONAL,Y,1
49,153500,5.5,23100,9.87,0.1505,7,0.2258,0.0149,RENT,EDUCATION,N,0
52,91700,10.4,12300,11.94,0.1341,2,0.0588,0.016,MORTGAGE,DEBTCONSOLIDATION,N,0
45,48800,10.2,14700,12.75,0.3012,4,0.1481,0.0384,MORTGAGE,HOMEIMPROVEMENT,N,0
48,45700,5.1,5100,5.42,0.1116,7,0.2333,0.006,RENT,PERSONAL,N,0
39,80900,4.9,10300,11.38,0.1273,2,0.0952,0.0145,RENT,MEDICAL,N,0
40,85900,6.4,6400,11.11,0.0745,8,0.3636,0.0083,RENT,PERSONAL,N,0
44,99800,1.3,3400,10.83,0.0341,2,0.0769,0.0037,MORTGAGE,MEDICAL,N,0
40,113700,4.4,14200,7.9,0.1249,3,0.1364,0.0099,RENT,PERSONAL,N,0
40,55100,0.7,5000,8.77,0.0907,8,0.3636,0.008,MORTGAGE,DEBTCONSOLIDATION,N,0
58,56800,4.7,26700,,0.4701,7,0.175,0.0595,RENT,EDUCATION,N,0
39,67400,1.4,27000,13.39,0.4006,12,0.5714,0.0536,OWN,VENTURE,N,1
39,142900,2.9,27800,10.33,0.1945,4,0.1905,0.0201,RENT,EDUCATION,N,0
42,53400,1.0,26400,18.26,0.4944,16,0.6667,0.0903,MORTGAGE,EDUCATION,Y,0
37,43900,4.7,5600,10.1,0.1276,10,0.5263,0.0129,MORTGAGE,DEBTCONSOLIDATION,N,0
34,43800,7.0,6200,9.87,0.1416,8,0.5,0.014,RENT,MEDICAL,N,0
56,37400,4.9,14800,13.55,0.3957,4,0.1053,0.0536,RENT,PERSONAL,Y,1
50,19800,0.5,12400,20.27,0.6263,8,0.25,0.127,RENT,MEDICAL,Y,1
44,130700,3.1,33100,12.44,0.2533,3,0.1154,0.0315,RENT,PERSONAL,N,0
38,46000,0.2,6900,11.14,0.15,4,0.2,0.0167,RENT,EDUCATION,N,0
49,102800,14.3,7900,9.0,0.0768,6,0.1935,0.0069,RENT,DEBTCONSOLIDATION,N,0
58,35000,2.3,11400,11.94,0.3257,8,0.2,0.0389,RENT,PERSONAL,N,0
30,34200,4.1,24500,17.65,0.7164,4,0.3333,0.1264,OWN,EDUCATION,N,1
36,42800,2.5,24100,15.98,0.5631,5,0.2778,0.09,RENT,HOMEIMPROVEMENT,N,1
36,73500,12.8,17200,10.3,0.234,6,0.3333,0.0241,MORTGAGE,PERSONAL,N,0
58,63700,5.0,6900,7.91,0.1083,4,0.1,0.0086,RENT,HOMEIMPROVEMENT,N,0
52,26000,4.3,31700,22.85,1.2192,8,0.2353,0.2786,MORTGAGE,PERSONAL,N,1
26,31700,4.9,10700,13.56,0.3375,2,0.25,0.0458,RENT,VENTURE,N,0
36,49800,2.4,8300,11.9,0.1667,8,0.4444,0.0198,MORTGAGE,MEDICAL,N,0
45,27600,3.8,15600,17.6,0.5652,11,0.4074,0.0995,OTHER,PERSONAL,Y,1
70,57700,4.2,11600,10.4,0.201,11,0.2115,0.0209,RENT,MEDICAL,N,0
32,43600,8.2,19400,14.34,0.445,9,0.6429,0.0638,MORTGAGE,HOMEIMPROVEMENT,N,0
47,85500,4.1,7500,10.47,0.0877,8,0.2759,0.0092,RENT,MEDICAL,N,0
45,87800,0.2,11200,8.98,0.1276,4,0.1481,0.0115,MORTGAGE,MEDICAL,N,0
47,51300,1.3,17700,11.59,0.345,12,0.4138,0.04,MORTGAGE,EDUCATION,N,0
39,73900,14.0,5700,5.42,0.0771,6,0.2857,0.0042,RENT,EDUCATION,N,0
43,194200,15.1,23700,12.23,0.122,8,0.32,0.0149,MORTGAGE,MEDICAL,N,0
45,28300,0.0,8100,11.22,0.2862,3,0.1111,0.0321,RENT,PERSONAL,N,0
48,59700,9.7,14900,13.81,0.2496,6,0.2,0.0345,MORTGAGE,DEBTCONSOLIDATION,N,0
62,33500,3.8,21600,19.8,0.6448,3,0.0682,0.1277,OWN,EDUCATION,Y,1
49,55400,5.8,5200,9.31,0.0939,4,0.129,0.0087,MORTGAGE,HOMEIMPROVEMENT,N,0
39,52700,,19800,15.53,0.3757,5,0.2381,0.0583,RENT,DEBTCONSOLIDATION,N,0
30,29600,8.6,19900,16.01,0.6723,3,0.25,0.1076,MORTGAGE,EDUCATION,Y,0
