person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
40,26500,RENT,7.0,DEBTCONSOLIDATION,22400,,1,0.85,N,6
39,26900,MORTGAGE,4.0,DEBTCONSOLIDATION,26900,19.62,1,1.0,N,6
35,40800,RENT,0.3,DEBTCONSOLIDATION,5500,11.31,1,0.13,N,2
39,75800,OTHER,6.5,MEDICAL,26000,16.57,0,0.34,N,2
57,60300,MORTGAGE,7.7,DEBTCONSOLIDATION,27900,15.56,1,0.46,N,5
34,35400,MORTGAGE,3.1,MEDICAL,20300,15.45,1,0.57,Y,5
45,29100,MORTGAGE,2.9,EDUCATION,20500,18.06,0,0.7,Y,8
57,95700,MORTGAGE,1.5,PERSONAL,1600,10.79,0,0.02,N,7
57,114700,MORTGAGE,5.2,EDUCATION,8800,9.59,0,0.08,N,12
61,71600,MORTGAGE,10.7,VENTURE,8600,6.26,0,0.12,N,14
46,65900,RENT,5.3,EDUCATION,15800,12.02,0,0.24,N,7
48,16700,RENT,7.4,MEDICAL,17600,18.8,1,1.05,Y,2
39,75100,RENT,9.1,DEBTCONSOLIDATION,25700,16.36,1,0.34,N,7
34,129800,MORTGAGE,1.3,VENTURE,13700,10.6,0,0.11,N,4
42,97700,MORTGAGE,2.6,EDUCATION,14000,10.43,0,0.14,N,10
54,94800,MORTGAGE,2.9,PERSONAL,4800,8.32,0,0.05,N,9
29,21800,MORTGAGE,4.1,DEBTCONSOLIDATION,33500,19.0,1,1.54,Y,3
40,36800,MORTGAGE,0.3,EDUCATION,28100,19.7,1,0.76,Y,10
49,50000,RENT,4.4,PERSONAL,5400,8.35,0,0.11,N,7
44,36600,RENT,0.5,VENTURE,15200,16.22,1,0.42,Y,7
56,28600,RENT,8.2,VENTURE,11000,18.75,0,0.38,N,9
53,68200,RENT,16.5,HOMEIMPROVEMENT,12500,9.56,0,0.18,N,2
33,93700,RENT,1.7,EDUCATION,17500,10.7,0,0.19,N,8
44,25100,MORTGAGE,3.5,PERSONAL,12400,16.09,1,0.49,Y,6
38,95900,RENT,8.7,EDUCATION,13900,8.6,0,0.14,N,4
37,61300,RENT,1.9,PERSONAL,9700,12.02,0,0.16,N,6
33,132300,OWN,0.9,DEBTCONSOLIDATION,5700,10.5,0,0.04,N,9
46,83900,OTHER,6.7,EDUCATION,20300,13.68,0,0.24,N,8
56,58200,MORTGAGE,6.0,EDUCATION,11600,7.11,0,0.2,N,7
46,58400,RENT,4.2,HOMEIMPROVEMENT,25000,17.01,0,0.43,N,9
33,54200,MORTGAGE,14.5,HOMEIMPROVEMENT,28000,17.07,1,0.52,Y,2
43,147300,MORTGAGE,15.5,HOMEIMPROVEMENT,5900,9.18,0,0.04,N,4
48,75900,RENT,9.9,HOMEIMPROVEMENT,18300,,0,0.24,N,6
42,44200,MORTGAGE,1.7,VENTURE,22400,16.33,1,0.51,Y,6
46,74100,RENT,1.3,HOMEIMPROVEMENT,17300,12.29,0,0.23,N,14
38,70000,OWN,9.0,DEBTCONSOLIDATION,10600,10.65,0,0.15,N,8
41,42900,MORTGAGE,5.3,EDUCATION,9900,11.62,0,0.23,N,12
41,34500,RENT,2.5,DEBTCONSOLIDATION,13200,16.2,0,0.38,N,2
59,103800,RENT,2.6,PERSONAL,9400,9.03,0,0.09,N,2
36,46900,RENT,9.6,EDUCATION,25400,,1,0.54,Y,9
29,45500,MORTGAGE,0.9,PERSONAL,4700,11.0,0,0.1,N,4
58,74600,RENT,14.4,VENTURE,6500,8.42,0,0.09,N,10
45,40800,RENT,5.0,DEBTCONSOLIDATION,16300,14.09,1,0.4,N,9
34,61400,RENT,7.8,DEBTCONSOLIDATION,17600,11.24,0,0.29,Y,3
52,44000,RENT,2.3,HOMEIMPROVEMENT,19700,11.63,0,0.45,N,2
49,13100,OWN,4.4,EDUCATION,9700,18.87,1,0.74,N,4
61,67000,OWN,6.9,PERSONAL,10000,9.53,0,0.15,N,2
45,62600,RENT,2.9,MEDICAL,12200,6.44,0,0.19,N,8
70,65800,RENT,3.3,PERSONAL,9000,10.1,0,0.14,N,6
42,17300,MORTGAGE,4.4,VENTURE,11500,21.56,1,0.66,Y,10
49,25800,MORTGAGE,0.3,VENTURE,18600,19.14,1,0.72,N,9
50,102700,RENT,9.9,EDUCATION,13900,9.86,0,0.14,N,9
70,56400,RENT,10.1,VENTURE,29600,18.66,0,0.52,N,7
40,19100,RENT,1.7,MEDICAL,15700,18.11,0,0.82,N,4
40,56800,RENT,,MEDICAL,10600,10.71,0,0.19,N,5
51,22800,MORTGAGE,,HOMEIMPROVEMENT,8000,14.62,0,0.35,N,10
34,39500,RENT,3.3,PERSONAL,8700,11.31,0,0.22,N,10
38,62300,RENT,2.1,VENTURE,3100,9.8,0,0.05,N,6
42,62300,MORTGAGE,2.5,DEBTCONSOLIDATION,12800,13.01,0,0.21,N,3
60,94300,MORTGAGE,3.8,EDUCATION,29100,14.02,0,0.31,N,4
51,70000,RENT,2.7,VENTURE,21000,11.12,0,0.3,N,6
44,72400,RENT,2.7,DEBTCONSOLIDATION,10100,11.83,0,0.14,Y,10
39,43900,MORTGAGE,1.1,EDUCATION,21700,17.18,1,0.49,Y,4
29,33900,RENT,6.2,EDUCATION,27200,19.77,1,0.8,Y,3
66,55700,MORTGAGE,4.7,EDUCATION,18000,15.79,1,0.32,N,6
43,94900,RENT,24.1,HOMEIMPROVEMENT,14200,8.42,0,0.15,N,6
38,85300,RENT,0.8,VENTURE,7100,9.56,0,0.08,N,7
69,48500,RENT,0.6,VENTURE,5700,13.84,0,0.12,N,8
34,52400,RENT,3.6,MEDICAL,8700,12.12,1,0.17,N,16
57,33000,RENT,0.8,VENTURE,17700,16.77,1,0.54,N,4
44,102000,MORTGAGE,4.7,PERSONAL,7500,8.13,0,0.07,N,3
51,131700,MORTGAGE,1.1,DEBTCONSOLIDATION,14700,9.66,0,0.11,N,2
49,69000,MORTGAGE,3.3,EDUCATION,12700,8.86,0,0.18,N,2
50,22000,MORTGAGE,4.7,MEDICAL,16900,17.11,1,0.77,N,6
70,78500,MORTGAGE,3.1,EDUCATION,4800,8.27,0,0.06,N,7
68,134600,MORTGAGE,1.9,MEDICAL,30800,10.07,0,0.23,N,8
38,29300,MORTGAGE,7.6,VENTURE,18400,21.7,0,0.63,N,11
48,86300,RENT,9.6,PERSONAL,19300,,0,0.22,N,3
31,48900,RENT,1.6,DEBTCONSOLIDATION,3100,9.71,0,0.06,N,12
52,107400,OTHER,8.4,VENTURE,5600,10.36,0,0.05,N,3
54,28700,MORTGAGE,2.5,VENTURE,18400,19.97,0,0.64,N,10
29,42700,MORTGAGE,3.3,VENTURE,6500,12.21,0,0.15,Y,2
43,22900,MORTGAGE,1.3,DEBTCONSOLIDATION,25400,20.44,1,1.11,Y,2
50,65300,MORTGAGE,4.9,PERSONAL,16700,10.74,0,0.26,N,12
47,73400,RENT,0.5,PERSONAL,5400,7.27,0,0.07,N,6
34,65500,OTHER,4.5,PERSONAL,16500,7.84,0,0.25,N,15
35,40800,MORTGAGE,17.0,HOMEIMPROVEMENT,21800,17.96,0,0.53,N,5
42,42500,MORTGAGE,7.0,DEBTCONSOLIDATION,21700,15.3,1,0.51,Y,6
40,45300,RENT,11.3,MEDICAL,12000,11.07,0,0.26,N,5
41,88200,OWN,3.1,DEBTCONSOLIDATION,13200,12.43,0,0.15,N,7
33,24400,MORTGAGE,0.8,VENTURE,19700,17.4,1,0.81,N,7
44,44900,MORTGAGE,1.7,DEBTCONSOLIDATION,24500,19.4,1,0.55,Y,9
60,24100,RENT,0.3,DEBTCONSOLIDATION,21500,19.22,1,0.89,Y,5
34,43300,MORTGAGE,3.5,PERSONAL,16100,15.1,0,0.37,N,6
42,53800,RENT,5.2,PERSONAL,19400,14.31,1,0.36,N,6
49,172000,MORTGAGE,2.8,EDUCATION,17500,7.69,0,0.1,N,12
32,37500,MORTGAGE,4.1,MEDICAL,15700,17.49,0,0.42,N,5
44,95300,RENT,1.9,VENTURE,26600,16.66,0,0.28,N,3
54,21100,MORTGAGE,0.4,EDUCATION,17400,17.83,1,0.82,Y,2
36,55400,RENT,2.8,DEBTCONSOLIDATION,11600,12.89,0,0.21,Y,4
45,55300,MORTGAGE,4.0,MEDICAL,30200,18.05,1,0.55,Y,6
53,81600,RENT,20.3,PERSONAL,28300,16.47,1,0.35,Y,2
70,40100,RENT,2.1,PERSONAL,21100,14.02,0,0.53,Y,4
44,35200,MORTGAGE,5.7,VENTURE,4000,,0,0.11,N,2
38,17300,MORTGAGE,8.6,DEBTCONSOLIDATION,19500,19.26,1,1.13,Y,7
31,65000,OTHER,2.0,PERSONAL,3900,7.89,0,0.06,N,7
38,38100,RENT,13.3,MEDICAL,5500,10.39,0,0.14,N,12
33,95200,MORTGAGE,2.1,DEBTCONSOLIDATION,11100,12.19,0,0.12,N,3
62,71800,RENT,17.5,PERSONAL,10400,11.68,0,0.14,Y,7
52,104000,MORTGAGE,0.0,EDUCATION,15400,8.39,0,0.15,N,2
35,33500,MORTGAGE,,PERSONAL,9100,13.17,0,0.27,N,10
37,60600,MORTGAGE,7.8,PERSONAL,8400,11.45,0,0.14,N,3
44,60100,RENT,1.6,MEDICAL,17800,11.27,1,0.3,Y,10
54,41200,OTHER,,DEBTCONSOLIDATION,12800,13.3,1,0.31,N,5
48,106600,OWN,0.1,MEDICAL,4800,8.0,0,0.05,N,16
47,83300,RENT,0.4,VENTURE,12800,9.6,0,0.15,N,2
45,165500,MORTGAGE,3.9,MEDICAL,20400,9.16,1,0.12,N,4
35,79400,MORTGAGE,9.1,PERSONAL,5300,8.74,0,0.07,N,12
44,151400,RENT,0.3,VENTURE,26400,12.23,0,0.17,N,8
43,149500,MORTGAGE,0.6,VENTURE,13500,12.03,0,0.09,N,8
33,41300,MORTGAGE,,EDUCATION,14200,12.2,0,0.34,N,2
61,24100,MORTGAGE,1.7,VENTURE,10100,15.38,0,0.42,N,9
39,137000,MORTGAGE,12.7,PERSONAL,17300,10.95,0,0.13,N,3
33,79300,RENT,1.6,EDUCATION,3400,12.36,0,0.04,N,9
40,72200,MORTGAGE,2.9,MEDICAL,19800,,0,0.27,N,9
41,42300,MORTGAGE,1.0,DEBTCONSOLIDATION,6200,12.34,0,0.15,N,4
43,67400,MORTGAGE,0.6,VENTURE,12800,12.33,0,0.19,N,7
41,94800,MORTGAGE,,MEDICAL,7300,8.54,0,0.08,N,5
43,77800,RENT,1.2,HOMEIMPROVEMENT,7800,8.32,0,0.1,N,9
45,38700,MORTGAGE,0.7,DEBTCONSOLIDATION,13200,16.46,0,0.34,N,6
44,126500,RENT,7.8,EDUCATION,5200,12.61,0,0.04,N,9
47,58000,MORTGAGE,3.2,DEBTCONSOLIDATION,7400,13.07,0,0.13,N,4
48,78700,MORTGAGE,3.9,EDUCATION,14900,11.02,0,0.19,N,2
48,86000,RENT,2.3,EDUCATION,18600,10.96,0,0.22,N,2
50,175000,RENT,1.2,EDUCATION,11200,9.22,0,0.06,N,8
38,68000,MORTGAGE,0.5,VENTURE,24100,14.98,0,0.35,N,4
38,52600,OWN,0.4,PERSONAL,7600,9.66,0,0.14,N,13
54,155200,RENT,1.0,PERSONAL,15300,7.74,1,0.1,N,2
40,99600,RENT,9.5,EDUCATION,5900,9.42,0,0.06,N,5
42,64100,RENT,1.2,EDUCATION,7700,12.83,0,0.12,N,2
42,61900,RENT,2.2,PERSONAL,26000,15.66,0,0.42,N,8
69,18400,OWN,4.3,VENTURE,32500,18.34,1,1.77,Y,8
37,51600,MORTGAGE,3.6,EDUCATION,33500,18.13,0,0.65,N,5
37,25100,MORTGAGE,5.5,HOMEIMPROVEMENT,21700,23.2,1,0.86,N,4
43,12500,MORTGAGE,1.1,PERSONAL,8400,17.7,1,0.67,N,8
42,39000,RENT,3.7,MEDICAL,9900,14.18,0,0.25,Y,2
35,25300,MORTGAGE,7.3,VENTURE,5900,,0,0.23,Y,6
43,44600,MORTGAGE,2.5,MEDICAL,4800,8.4,0,0.11,N,7
44,64200,MORTGAGE,17.9,VENTURE,19600,16.33,1,0.31,N,3
39,71700,RENT,4.3,VENTURE,14800,13.07,0,0.21,N,7
42,51000,RENT,5.6,MEDICAL,17700,13.84,0,0.35,N,4
37,26700,MORTGAGE,3.1,PERSONAL,15700,17.03,1,0.59,Y,12
35,50700,RENT,9.8,VENTURE,2800,11.88,0,0.06,N,5
40,30100,OWN,3.0,PERSONAL,10500,12.67,0,0.35,N,3
36,117200,MORTGAGE,14.3,MEDICAL,18500,8.43,0,0.16,Y,7
34,50000,RENT,1.8,EDUCATION,23900,17.09,0,0.48,Y,4
30,29000,MORTGAGE,10.0,EDUCATION,7500,11.02,0,0.26,N,5
45,30400,MORTGAGE,5.1,VENTURE,6700,12.01,1,0.22,N,7
40,54400,RENT,8.0,HOMEIMPROVEMENT,29000,19.76,1,0.53,Y,11
54,55900,RENT,,MEDICAL,29600,13.98,1,0.53,Y,7
30,48700,RENT,1.6,EDUCATION,20100,14.65,1,0.41,Y,6
40,93600,RENT,9.4,EDUCATION,5000,9.32,0,0.05,N,15
45,31900,MORTGAGE,,VENTURE,16900,17.96,1,0.53,N,2
38,94100,MORTGAGE,6.2,HOMEIMPROVEMENT,6900,6.32,0,0.07,N,3
43,51400,RENT,24.3,HOMEIMPROVEMENT,23300,14.25,0,0.45,Y,4
30,87100,MORTGAGE,1.0,EDUCATION,10200,11.19,1,0.12,N,11
40,38400,MORTGAGE,2.7,DEBTCONSOLIDATION,13500,16.25,1,0.35,Y,4
37,83100,MORTGAGE,0.9,EDUCATION,8100,7.83,0,0.1,N,5
53,34800,MORTGAGE,0.8,DEBTCONSOLIDATION,19400,22.65,1,0.56,N,4
45,134100,RENT,5.0,DEBTCONSOLIDATION,14000,11.2,0,0.1,N,7
51,51800,RENT,1.1,EDUCATION,18900,16.02,0,0.36,N,5
55,42700,RENT,3.3,EDUCATION,10500,11.12,0,0.25,N,10
39,28400,MORTGAGE,19.1,EDUCATION,11500,18.03,0,0.4,N,6
44,59400,MORTGAGE,2.0,VENTURE,25400,14.64,0,0.43,N,5
35,49900,OWN,10.3,EDUCATION,9300,13.0,0,0.19,N,2
47,26000,MORTGAGE,2.5,PERSONAL,25700,15.65,1,0.99,N,4
48,36100,RENT,1.5,VENTURE,5500,13.67,0,0.15,N,2
46,18500,MORTGAGE,2.0,MEDICAL,7600,15.42,1,0.41,N,6
39,29100,RENT,0.7,VENTURE,17700,19.14,0,0.61,N,9
63,50600,MORTGAGE,5.7,HOMEIMPROVEMENT,32700,18.7,1,0.65,N,10
44,65800,RENT,,EDUCATION,27400,15.18,0,0.42,N,9
70,45300,RENT,4.8,PERSONAL,14200,9.71,0,0.31,N,6
35,70200,RENT,1.8,PERSONAL,14600,10.46,0,0.21,N,9
49,32000,OTHER,5.3,PERSONAL,15600,,0,0.49,N,6
53,69200,MORTGAGE,0.9,MEDICAL,21400,15.33,0,0.31,Y,5
35,51900,RENT,5.3,EDUCATION,15100,10.83,0,0.29,N,7
41,48400,RENT,0.4,PERSONAL,6700,12.45,0,0.14,N,5
33,54100,RENT,2.6,DEBTCONSOLIDATION,23000,14.14,1,0.43,N,3
56,39000,RENT,4.7,HOMEIMPROVEMENT,24900,20.06,1,0.64,Y,9
43,23300,RENT,9.7,VENTURE,26500,20.72,1,1.14,Y,3
37,30500,MORTGAGE,8.4,MEDICAL,12400,13.97,0,0.41,N,7
53,24900,MORTGAGE,3.7,MEDICAL,8800,16.67,1,0.35,N,6
43,47800,OTHER,10.7,DEBTCONSOLIDATION,6700,11.0,0,0.14,N,4
51,78900,RENT,3.5,MEDICAL,14500,13.49,1,0.18,N,6
47,122500,MORTGAGE,3.6,VENTURE,9700,10.3,0,0.08,N,15
36,42000,RENT,6.4,MEDICAL,12500,12.18,0,0.3,Y,3
39,49600,RENT,10.5,DEBTCONSOLIDATION,6200,13.07,0,0.12,N,3
37,152600,RENT,4.6,MEDICAL,8400,6.71,0,0.06,N,3
35,43400,OTHER,,PERSONAL,12700,13.87,0,0.29,N,5
32,38400,OTHER,1.3,VENTURE,8000,14.09,0,0.21,N,4
66,50400,MORTGAGE,12.9,MEDICAL,8800,8.86,0,0.17,N,22
46,42900,RENT,1.3,MEDICAL,3300,9.61,0,0.08,N,7
47,37300,MORTGAGE,3.7,DEBTCONSOLIDATION,5500,13.11,0,0.15,N,5
54,25000,MORTGAGE,7.9,VENTURE,6600,14.92,1,0.26,Y,2
39,130100,RENT,8.1,VENTURE,17600,11.68,0,0.14,N,4
33,73300,RENT,1.6,HOMEIMPROVEMENT,7400,10.92,0,0.1,N,13
50,131800,MORTGAGE,21.3,MEDICAL,24700,12.43,0,0.19,N,9
34,91600,MORTGAGE,0.4,DEBTCONSOLIDATION,21200,12.75,0,0.23,N,7
50,54600,MORTGAGE,0.2,PERSONAL,22300,13.98,0,0.41,N,4
33,21600,MORTGAGE,9.2,VENTURE,11100,17.91,1,0.51,N,7
34,32900,MORTGAGE,8.5,EDUCATION,5000,,0,0.15,N,5
38,44700,MORTGAGE,6.2,DEBTCONSOLIDATION,5600,11.39,0,0.13,Y,11
50,31900,MORTGAGE,9.5,EDUCATION,18400,19.93,0,0.58,N,13
61,19900,RENT,0.7,VENTURE,26800,19.62,1,1.35,Y,3
47,33200,MORTGAGE,0.5,PERSONAL,7900,10.34,0,0.24,N,9
39,48700,RENT,17.4,VENTURE,24000,19.7,1,0.49,N,6
52,129900,RENT,4.9,EDUCATION,17500,11.14,0,0.13,N,4
32,37400,RENT,12.6,HOMEIMPROVEMENT,18100,15.61,0,0.48,N,7
36,77700,MORTGAGE,11.8,EDUCATION,18700,9.32,0,0.24,N,11
44,31700,RENT,5.3,EDUCATION,5100,12.54,0,0.16,N,4
51,47900,OWN,5.0,EDUCATION,16300,12.4,0,0.34,N,9
42,53200,MORTGAGE,2.2,VENTURE,13600,11.26,0,0.26,N,22
41,130600,OTHER,0.8,HOMEIMPROVEMENT,23000,13.79,0,0.18,N,10
41,12500,RENT,5.8,HOMEIMPROVEMENT,12500,20.98,1,1.0,Y,13
54,34700,MORTGAGE,8.5,PERSONAL,14200,14.88,0,0.41,N,3
37,62100,OWN,3.9,PERSONAL,15700,12.42,0,0.25,N,6
36,68200,RENT,0.3,PERSONAL,15900,12.3,1,0.23,N,8
41,28400,RENT,0.8,PERSONAL,12000,,1,0.42,Y,2
56,53000,MORTGAGE,0.5,DEBTCONSOLIDATION,7700,13.22,0,0.15,N,10
38,54600,RENT,5.4,MEDICAL,9300,13.22,0,0.17,N,9
41,121700,RENT,4.2,EDUCATION,12200,11.07,0,0.1,N,10
32,60800,OTHER,3.1,MEDICAL,16700,,0,0.27,N,2
42,50100,MORTGAGE,3.9,EDUCATION,13000,12.43,0,0.26,N,5
46,36800,RENT,1.6,HOMEIMPROVEMENT,21400,16.5,1,0.58,N,7
34,75700,RENT,8.2,PERSONAL,15600,12.41,0,0.21,N,3
54,47100,RENT,2.0,EDUCATION,10900,8.39,0,0.23,N,5
45,39700,RENT,5.2,MEDICAL,13900,13.97,0,0.35,N,2
39,31600,RENT,2.5,HOMEIMPROVEMENT,11200,12.17,1,0.35,N,8
45,46000,RENT,0.4,PERSONAL,3900,7.6,0,0.08,N,2
48,79600,RENT,1.5,MEDICAL,9800,9.7,0,0.12,N,6
31,40900,OWN,13.0,EDUCATION,13000,12.34,0,0.32,N,12
46,55200,MORTGAGE,1.1,EDUCATION,9300,9.89,0,0.17,N,6
56,39900,RENT,0.6,PERSONAL,19300,12.88,0,0.48,Y,7
37,59500,MORTGAGE,1.7,PERSONAL,24000,14.33,0,0.4,Y,4
39,56700,RENT,10.5,EDUCATION,10100,15.66,0,0.18,N,2
41,35100,MORTGAGE,1.8,EDUCATION,3600,10.71,0,0.1,N,6
51,85600,MORTGAGE,2.7,MEDICAL,24500,13.05,0,0.29,N,2
35,24300,OTHER,1.9,PERSONAL,15700,18.86,1,0.65,Y,5
47,101200,RENT,22.5,HOMEIMPROVEMENT,2300,5.65,0,0.02,N,5
41,64900,RENT,23.0,DEBTCONSOLIDATION,14000,13.4,0,0.22,N,6
61,74900,RENT,3.3,PERSONAL,6100,10.06,0,0.08,N,2
41,21900,RENT,7.7,DEBTCONSOLIDATION,18000,22.86,1,0.82,Y,2
29,52700,MORTGAGE,1.2,MEDICAL,14700,10.17,0,0.28,Y,2
49,125900,MORTGAGE,2.3,MEDICAL,26200,13.2,0,0.21,N,2
47,50000,OWN,5.7,EDUCATION,11900,,0,0.24,N,2
45,58200,RENT,1.7,EDUCATION,26800,11.55,1,0.46,N,15
55,28900,MORTGAGE,1.3,HOMEIMPROVEMENT,23000,16.62,1,0.8,Y,5
32,24600,RENT,12.8,HOMEIMPROVEMENT,20200,16.75,1,0.82,Y,7
36,61500,OWN,1.4,EDUCATION,12700,13.3,0,0.21,N,4
43,37300,RENT,0.3,VENTURE,12200,14.33,0,0.33,Y,9
45,40000,MORTGAGE,7.0,MEDICAL,11900,12.8,1,0.3,Y,8
42,56100,RENT,1.4,PERSONAL,4700,11.51,0,0.08,N,7
32,79000,RENT,3.0,MEDICAL,16300,10.36,1,0.21,Y,6
39,72300,MORTGAGE,0.6,MEDICAL,21600,13.24,0,0.3,N,11
60,57200,MORTGAGE,0.4,DEBTCONSOLIDATION,20000,13.0,0,0.35,N,9
35,88200,MORTGAGE,3.1,HOMEIMPROVEMENT,15800,12.02,0,0.18,N,3
43,96200,RENT,2.1,EDUCATION,11200,9.99,0,0.12,N,9
48,50400,RENT,3.5,EDUCATION,18600,15.01,1,0.37,Y,2
51,135600,RENT,16.9,MEDICAL,14600,10.89,0,0.11,N,2
49,29800,MORTGAGE,2.6,PERSONAL,23100,19.62,0,0.78,N,4
39,23300,RENT,4.6,EDUCATION,9700,14.15,0,0.42,N,15
36,115900,OWN,0.5,VENTURE,6300,12.16,0,0.05,Y,13
61,36900,MORTGAGE,10.9,DEBTCONSOLIDATION,1900,12.45,0,0.05,N,5
52,12500,MORTGAGE,8.2,EDUCATION,19900,19.62,1,1.59,N,14
44,45300,MORTGAGE,3.7,EDUCATION,16200,13.49,0,0.36,N,6
57,106500,MORTGAGE,1.0,DEBTCONSOLIDATION,5000,12.63,0,0.05,N,8
32,45700,RENT,2.8,PERSONAL,23100,,1,0.51,N,5
33,20400,RENT,1.8,PERSONAL,13500,20.37,1,0.66,N,3
29,46200,RENT,,EDUCATION,13200,14.12,0,0.29,N,10
44,48900,RENT,3.4,DEBTCONSOLIDATION,18300,15.5,0,0.37,N,11
45,45000,RENT,2.7,MEDICAL,17000,12.01,1,0.38,N,10
33,36500,MORTGAGE,0.9,EDUCATION,9100,9.06,0,0.25,N,9
51,37400,RENT,1.4,VENTURE,17300,15.32,1,0.46,N,4
30,80800,MORTGAGE,6.2,HOMEIMPROVEMENT,23800,14.32,0,0.29,N,6
46,39400,MORTGAGE,3.8,HOMEIMPROVEMENT,11800,14.11,0,0.3,N,8
49,59200,MORTGAGE,2.2,VENTURE,9900,12.68,0,0.17,Y,2
44,59100,RENT,1.8,HOMEIMPROVEMENT,5000,7.51,0,0.08,N,4
32,38600,MORTGAGE,1.1,VENTURE,16300,18.63,0,0.42,N,14
55,35800,MORTGAGE,0.2,EDUCATION,20300,22.31,1,0.57,N,7
39,56300,RENT,18.9,MEDICAL,29700,14.53,1,0.53,N,11
39,21800,OTHER,7.0,MEDICAL,16500,18.62,1,0.76,N,4
38,162200,RENT,13.1,PERSONAL,12900,7.28,0,0.08,N,9
50,39500,RENT,2.7,EDUCATION,27400,18.28,0,0.69,N,7
39,43700,RENT,10.2,EDUCATION,8000,9.36,0,0.18,N,7
34,81200,RENT,1.5,VENTURE,18900,,0,0.23,N,2
53,49300,MORTGAGE,3.6,EDUCATION,10600,14.53,0,0.22,N,3
43,43100,RENT,1.1,VENTURE,23900,18.81,1,0.55,Y,3
53,26000,MORTGAGE,7.4,EDUCATION,20000,19.35,1,0.77,Y,4
43,57300,MORTGAGE,3.4,PERSONAL,10700,11.65,0,0.19,N,15
37,40100,MORTGAGE,3.8,DEBTCONSOLIDATION,20900,12.74,0,0.52,N,3
31,170200,RENT,9.8,DEBTCONSOLIDATION,25200,10.85,0,0.15,N,4
44,48400,MORTGAGE,6.7,EDUCATION,9300,10.71,0,0.19,N,5
41,15600,RENT,16.9,VENTURE,15500,,1,0.99,N,8
50,91400,MORTGAGE,2.6,EDUCATION,12300,10.03,0,0.13,N,3
38,31300,OWN,3.1,EDUCATION,26900,22.24,1,0.86,Y,8
47,57400,RENT,4.8,VENTURE,30100,20.66,1,0.52,Y,3
43,117300,RENT,3.0,VENTURE,6300,7.49,0,0.05,N,6
37,45700,MORTGAGE,2.7,EDUCATION,15000,12.94,1,0.33,N,8
39,48400,RENT,2.1,MEDICAL,14600,13.63,1,0.3,Y,6
33,90600,RENT,8.9,MEDICAL,24200,10.79,0,0.27,N,5
62,118700,RENT,3.8,MEDICAL,21000,9.6,0,0.18,N,4
46,50200,RENT,,MEDICAL,9900,10.93,0,0.2,N,4
33,164800,RENT,1.1,DEBTCONSOLIDATION,14400,10.36,0,0.09,N,4
62,20800,RENT,1.5,MEDICAL,11600,16.1,0,0.56,N,7
35,33000,MORTGAGE,2.1,MEDICAL,11100,12.86,1,0.34,Y,14
38,41700,MORTGAGE,3.1,EDUCATION,19600,16.59,0,0.47,N,12
41,96900,OWN,0.2,DEBTCONSOLIDATION,16200,11.93,0,0.17,N,3
43,61500,RENT,11.0,PERSONAL,8400,8.2,0,0.14,N,6
50,37400,RENT,11.7,MEDICAL,16700,18.52,1,0.45,Y,3
30,29200,RENT,5.4,VENTURE,13200,21.98,1,0.45,Y,7
43,23800,MORTGAGE,1.9,DEBTCONSOLIDATION,10900,19.08,0,0.46,Y,5
41,72000,OWN,2.4,MEDICAL,5300,8.77,0,0.07,N,5
45,43700,MORTGAGE,6.6,VENTURE,27100,18.93,1,0.62,N,7
40,94600,RENT,1.7,EDUCATION,23900,11.83,0,0.25,N,6
39,24600,MORTGAGE,4.7,DEBTCONSOLIDATION,10200,16.36,1,0.41,N,8
42,68500,MORTGAGE,11.8,MEDICAL,15200,11.34,0,0.22,N,21
61,52900,RENT,2.6,MEDICAL,24100,16.35,1,0.46,N,4
39,38700,MORTGAGE,4.4,VENTURE,14400,16.22,0,0.37,N,9
54,40200,RENT,13.2,VENTURE,7200,14.87,0,0.18,N,9
44,57300,RENT,2.1,MEDICAL,13500,12.91,0,0.24,N,8
44,53200,RENT,7.1,HOMEIMPROVEMENT,10400,10.17,0,0.2,Y,11
45,33200,RENT,7.0,MEDICAL,13100,12.97,1,0.39,N,2
47,71900,MORTGAGE,13.2,HOMEIMPROVEMENT,23400,13.87,0,0.33,N,8
40,105100,MORTGAGE,9.8,PERSONAL,12100,9.48,0,0.12,N,2
54,47400,RENT,6.9,DEBTCONSOLIDATION,21700,19.93,0,0.46,N,6
47,74600,RENT,5.1,MEDICAL,9000,10.93,0,0.12,N,8
34,49600,RENT,1.4,EDUCATION,16000,11.71,1,0.32,N,5
29,204000,MORTGAGE,5.6,MEDICAL,12500,8.17,0,0.06,N,5
60,54600,RENT,1.6,MEDICAL,30100,16.07,1,0.55,Y,4
45,79700,MORTGAGE,2.9,EDUCATION,1500,11.61,0,0.02,N,9
33,102900,OWN,6.2,EDUCATION,11300,8.1,0,0.11,N,9
39,38100,MORTGAGE,5.6,EDUCATION,22200,15.68,1,0.58,Y,2
52,79900,RENT,2.6,MEDICAL,11800,9.33,0,0.15,N,6
42,87100,RENT,1.0,HOMEIMPROVEMENT,8700,6.97,0,0.1,N,6
42,68600,RENT,3.3,PERSONAL,23600,11.32,0,0.34,N,12
